record_id,date,shift,plant,department,worker_id,worker_experience_years,incident_type,hazard_type,severity,lost_days,ppe_worn,training_completed,noise_level_dB,heat_stress_index,air_quality_AQI,ergonomic_risk_score,near_miss_count,corrective_action,root_cause
SAF-004704,2024-05-29,Afternoon,Plant-C,Quality,W-0135,13.7,No Incident,None,None,0,None,Yes,100.7,17.5,70,7.1,0,None,N/A
SAF-004705,2024-03-17,Afternoon,Plant-A,Packaging,W-0042,3.7,No Incident,None,None,0,Full,No,66.1,22.2,125,1.6,2,PPE Upgrade,N/A
SAF-004706,2024-12-26,Morning,Plant-B,Maintenance,W-0027,0.8,No Incident,Noise,None,0,Partial,Yes,71.9,29.9,23,7.3,0,PPE Upgrade,Human Error
SAF-004707,2024-08-01,Afternoon,Plant-C,Packaging,W-0045,4.3,No Incident,Fall,None,0,Full,Yes,66.7,26.8,129,7.6,4,None,Human Error
SAF-004708,2024-03-09,Afternoon,Plant-C,Maintenance,W-0052,0.9,No Incident,None,None,18,Partial,No,55.4,29.1,107,6.4,4,PPE Upgrade,N/A
SAF-004709,2024-07-30,Afternoon,Plant-C,Assembly,W-0199,5.2,No Incident,None,None,0,Partial,Yes,102.7,25.7,195,7.0,3,None,N/A
SAF-004710,2024-08-20,Morning,Plant-A,Quality,W-0057,2.8,No Incident,Fall,Low,0,Full,Yes,95.6,25.9,167,6.1,2,PPE Upgrade,N/A
SAF-004711,2024-02-11,Morning,Plant-A,Painting,W-0136,1.6,No Incident,None,None,0,Full,Yes,75.0,29.3,59,5.1,1,Equipment Fix,N/A
SAF-004712,2024-09-26,Night,Plant-A,Logistics,W-0103,0.8,No Incident,Struck By,Medium,0,None,Yes,82.7,23.9,23,9.6,2,Training,N/A
SAF-004713,2024-10-02,Night,Plant-C,Maintenance,W-0076,1.3,No Incident,None,None,3,Partial,Yes,91.4,25.1,109,5.3,2,Training,Human Error
SAF-004714,2024-11-04,Afternoon,Plant-A,Machining,W-0178,4.2,No Incident,Noise,None,0,Partial,Yes,69.6,31.1,184,1.2,2,None,N/A
SAF-004715,2024-11-25,Morning,Plant-A,Painting,W-0117,5.1,No Incident,None,None,26,Partial,Yes,58.3,13.1,97,9.9,4,Procedure Update,N/A
SAF-004716,2024-03-21,Morning,Plant-A,Maintenance,W-0141,1.8,No Incident,None,None,16,Full,Yes,67.3,21.9,122,6.8,0,PPE Upgrade,Procedural
SAF-004717,2024-07-28,Night,Plant-A,Machining,W-0191,1.3,No Incident,None,None,0,Full,No,90.5,23.8,122,5.7,2,Equipment Fix,N/A
SAF-004718,2024-09-01,Night,Plant-C,Maintenance,W-0141,0.8,No Incident,None,None,0,Full,Yes,80.3,24.8,159,4.7,2,Equipment Fix,N/A
SAF-004719,2024-02-01,Morning,Plant-C,Maintenance,W-0026,5.9,No Incident,Struck By,None,15,Full,Yes,84.5,23.1,95,1.1,0,PPE Upgrade,N/A
SAF-004720,2024-02-15,Afternoon,Plant-B,Welding,W-0137,0.8,No Incident,Thermal,None,0,Full,Yes,71.4,32.5,116,5.6,3,None,Human Error
SAF-004721,2024-04-16,Afternoon,Plant-A,Painting,W-0086,0.7,No Incident,Ergonomic,None,13,Full,No,84.3,35.6,183,6.6,1,None,N/A
SAF-004722,2024-08-08,Afternoon,Plant-A,Logistics,W-0004,3.8,No Incident,Fall,None,0,Full,Yes,59.3,28.5,147,1.7,3,Training,N/A
SAF-004723,2024-02-03,Afternoon,Plant-B,Assembly,W-0016,3.1,Property Damage,Chemical,None,0,Full,No,81.4,20.5,98,2.9,4,Equipment Fix,Procedural
SAF-004724,2024-10-25,Night,Plant-B,Welding,W-0115,2.4,No Incident,Caught In,Low,8,Full,Yes,91.8,40.5,155,9.3,0,Equipment Fix,N/A
SAF-004725,2024-02-17,Night,Plant-B,Assembly,W-0025,2.7,No Incident,None,None,5,Full,No,71.4,28.6,196,7.5,2,Equipment Fix,N/A
SAF-004726,2024-07-30,Afternoon,Plant-A,Quality,W-0037,0.6,No Incident,Electrical,High,2,Full,Yes,64.5,26.9,167,5.9,0,PPE Upgrade,N/A
SAF-004727,2024-07-17,Morning,Plant-B,Painting,W-0122,3.9,No Incident,Ergonomic,None,2,Partial,Yes,85.3,48.2,187,1.6,3,None,N/A
SAF-004728,2024-08-12,Afternoon,Plant-A,Assembly,W-0138,0.1,No Incident,None,None,0,None,Yes,50.0,35.8,31,2.0,3,Procedure Update,N/A
SAF-004729,2024-04-22,Morning,Plant-A,Assembly,W-0180,0.0,No Incident,Caught In,None,0,Full,Yes,59.1,27.8,36,6.3,4,Training,Environmental
SAF-004730,2024-04-05,Morning,Plant-C,Logistics,W-0168,10.2,No Incident,None,None,0,Full,Yes,67.7,21.1,196,6.2,0,Equipment Fix,N/A
SAF-004731,2024-03-13,Night,Plant-C,Painting,W-0178,3.3,No Incident,Struck By,None,0,Full,Yes,79.0,43.2,121,2.0,2,Training,Human Error
SAF-004732,2024-03-02,Afternoon,Plant-A,Welding,W-0192,3.5,No Incident,None,None,0,Full,Yes,55.5,26.2,27,7.3,1,Training,N/A
SAF-004733,2024-12-25,Morning,Plant-B,Machining,W-0198,0.1,First Aid,None,None,0,Full,Yes,81.2,24.1,85,6.6,0,Equipment Fix,N/A
SAF-004734,2024-11-25,Afternoon,Plant-B,Welding,W-0010,5.3,No Incident,Caught In,None,0,Full,Yes,95.7,32.9,169,6.5,2,Training,N/A
SAF-004735,2024-08-22,Morning,Plant-C,Maintenance,W-0147,7.8,No Incident,None,None,0,Full,Yes,56.7,36.5,165,5.7,0,PPE Upgrade,Human Error
SAF-004736,2024-11-28,Afternoon,Plant-B,Welding,W-0038,14.7,No Incident,Chemical,None,0,Partial,Yes,79.1,27.7,40,1.3,4,Training,Procedural
SAF-004737,2024-08-17,Morning,Plant-A,Machining,W-0167,21.4,No Incident,None,None,0,Full,Yes,63.9,32.9,133,6.9,2,None,Human Error
SAF-004738,2024-06-27,Morning,Plant-C,Quality,W-0148,9.2,No Incident,None,None,0,Full,Yes,88.0,33.1,55,4.0,3,PPE Upgrade,N/A
SAF-004739,2024-10-28,Night,Plant-A,Welding,W-0032,8.9,No Incident,Noise,None,0,Full,No,91.1,33.4,133,2.5,4,None,Equipment Failure
SAF-004740,2024-05-21,Night,Plant-A,Quality,W-0177,8.8,No Incident,Thermal,None,0,Full,Yes,76.3,32.2,153,8.3,4,Equipment Fix,N/A
SAF-004741,2024-02-04,Night,Plant-C,Machining,W-0034,13.7,No Incident,None,None,0,Full,Yes,76.1,34.7,65,6.0,2,None,N/A
SAF-004742,2024-06-01,Morning,Plant-B,Packaging,W-0024,3.2,No Incident,None,None,0,Full,Yes,63.4,29.1,60,5.8,0,None,N/A
SAF-004743,2024-05-15,Afternoon,Plant-C,Maintenance,W-0078,14.7,No Incident,None,None,0,Full,Yes,78.0,24.3,112,9.3,1,Training,N/A
SAF-004744,2024-09-06,Morning,Plant-B,Machining,W-0009,1.2,No Incident,None,None,0,Full,Yes,83.1,23.2,182,7.6,4,None,Environmental
SAF-004745,2024-09-02,Afternoon,Plant-B,Quality,W-0152,0.3,No Incident,Thermal,None,0,Full,Yes,91.8,23.2,154,1.5,0,PPE Upgrade,Equipment Failure
SAF-004746,2024-04-01,Morning,Plant-B,Logistics,W-0194,3.2,First Aid,None,None,0,Full,Yes,69.9,32.4,196,2.5,4,None,Unknown
SAF-004747,2024-01-13,Afternoon,Plant-B,Painting,W-0126,4.2,No Incident,Ergonomic,None,0,Full,No,64.1,21.4,156,1.2,3,Training,N/A
SAF-004748,2024-05-23,Afternoon,Plant-C,Quality,W-0189,1.9,No Incident,Fall,None,0,Partial,Yes,66.1,29.6,20,1.1,2,Procedure Update,Procedural
SAF-004749,2024-06-23,Night,Plant-B,Quality,W-0025,0.8,No Incident,Fall,None,0,None,Yes,56.4,37.4,110,1.7,0,Training,Procedural
SAF-004750,2024-04-25,Afternoon,Plant-B,Assembly,W-0091,1.9,No Incident,None,Medium,0,Partial,No,83.2,15.3,170,3.6,2,Training,N/A
SAF-004751,2024-04-24,Night,Plant-A,Welding,W-0001,2.4,No Incident,Thermal,None,0,Partial,Yes,85.3,20.7,170,1.5,0,None,Equipment Failure
SAF-004752,2024-08-14,Afternoon,Plant-B,Logistics,W-0128,2.6,No Incident,None,None,0,Full,Yes,72.3,32.1,65,7.3,4,Training,N/A
SAF-004753,2024-07-17,Morning,Plant-B,Logistics,W-0163,0.4,First Aid,None,Medium,0,Full,Yes,56.5,26.6,52,1.8,3,Procedure Update,Procedural
SAF-004754,2024-10-28,Afternoon,Plant-B,Maintenance,W-0183,11.9,Near Miss,None,None,0,Partial,Yes,79.2,28.2,162,7.6,1,None,N/A
SAF-004755,2024-08-21,Afternoon,Plant-C,Quality,W-0118,3.1,No Incident,Struck By,None,30,Partial,No,62.4,27.7,104,9.5,2,None,Environmental
SAF-004756,2024-11-02,Morning,Plant-A,Quality,W-0086,0.7,No Incident,Caught In,None,0,Full,Yes,81.2,31.5,32,1.6,2,None,N/A
SAF-004757,2024-02-21,Morning,Plant-C,Assembly,W-0160,1.5,No Incident,Struck By,None,4,Full,Yes,92.9,41.3,152,7.5,3,Equipment Fix,N/A
SAF-004758,2024-12-22,Night,Plant-C,Quality,W-0103,12.5,No Incident,None,None,0,Full,Yes,90.3,28.0,123,4.4,4,Procedure Update,N/A
SAF-004759,2024-08-10,Afternoon,Plant-B,Machining,W-0136,1.3,No Incident,Noise,None,0,Full,Yes,62.7,34.8,92,4.4,2,PPE Upgrade,N/A
SAF-004760,2024-03-11,Night,Plant-A,Packaging,W-0134,0.1,No Incident,Fall,None,0,Partial,Yes,67.5,30.8,154,6.2,2,None,Human Error
SAF-004761,2024-08-23,Night,Plant-C,Logistics,W-0121,2.6,No Incident,Noise,Low,0,Full,Yes,82.3,22.1,117,8.3,2,PPE Upgrade,N/A
SAF-004762,2024-07-23,Afternoon,Plant-B,Packaging,W-0015,0.5,No Incident,Electrical,None,6,Full,Yes,108.8,24.7,42,1.5,2,Procedure Update,Environmental
SAF-004763,2024-03-17,Afternoon,Plant-A,Maintenance,W-0085,10.3,No Incident,None,None,0,Full,Yes,80.1,25.8,176,8.4,2,Procedure Update,N/A
SAF-004764,2024-05-19,Night,Plant-C,Painting,W-0068,1.6,Medical Treatment,Struck By,None,0,Full,No,61.9,17.8,168,7.2,3,PPE Upgrade,N/A
SAF-004765,2024-05-05,Morning,Plant-C,Welding,W-0128,5.0,No Incident,None,None,0,Partial,Yes,87.7,19.1,175,9.5,4,None,N/A
SAF-004766,2024-10-21,Afternoon,Plant-C,Painting,W-0089,5.3,No Incident,None,None,0,Full,Yes,85.8,24.0,27,9.3,3,Training,N/A
SAF-004767,2024-07-28,Night,Plant-C,Machining,W-0108,3.4,No Incident,None,None,0,Full,Yes,91.9,33.6,102,8.6,3,Training,Procedural
SAF-004768,2024-12-03,Afternoon,Plant-B,Painting,W-0090,0.8,No Incident,None,None,20,None,Yes,72.2,21.8,31,8.4,4,Procedure Update,N/A
SAF-004769,2024-01-26,Morning,Plant-C,Logistics,W-0139,3.6,No Incident,None,None,17,Full,Yes,67.6,27.7,196,7.0,2,Equipment Fix,N/A
SAF-004770,2024-07-24,Night,Plant-B,Welding,W-0047,6.7,No Incident,None,None,0,Full,Yes,81.2,23.1,154,4.5,4,Equipment Fix,N/A
SAF-004771,2024-04-23,Afternoon,Plant-B,Maintenance,W-0030,9.7,No Incident,Electrical,Medium,15,Full,Yes,61.7,14.3,192,6.5,2,Equipment Fix,Human Error
SAF-004772,2024-01-20,Morning,Plant-B,Quality,W-0136,0.5,No Incident,Electrical,None,0,Full,Yes,68.4,24.9,197,8.5,4,Procedure Update,N/A
SAF-004773,2024-01-20,Night,Plant-B,Packaging,W-0081,4.3,No Incident,None,None,0,Full,Yes,82.4,30.4,38,4.9,3,PPE Upgrade,Human Error
SAF-004774,2024-08-26,Morning,Plant-A,Packaging,W-0097,0.9,No Incident,None,None,0,Full,Yes,84.6,25.5,54,5.5,0,Procedure Update,Equipment Failure
SAF-004775,2024-10-28,Night,Plant-C,Maintenance,W-0142,9.2,Near Miss,None,None,0,Full,Yes,64.7,38.8,32,5.5,3,None,Unknown
SAF-004776,2024-09-28,Afternoon,Plant-B,Painting,W-0131,0.8,No Incident,Ergonomic,None,0,Full,Yes,89.9,24.7,46,7.6,1,None,Equipment Failure
SAF-004777,2024-03-29,Morning,Plant-C,Packaging,W-0155,11.9,No Incident,Noise,None,30,Full,Yes,70.5,29.3,134,1.7,1,None,N/A
SAF-004778,2024-04-16,Night,Plant-C,Packaging,W-0008,2.5,No Incident,Chemical,None,0,Full,Yes,79.9,19.6,108,7.5,2,Training,Unknown
SAF-004779,2024-12-28,Morning,Plant-C,Painting,W-0063,14.4,No Incident,Caught In,None,0,Partial,Yes,67.9,38.7,93,5.0,3,None,N/A
SAF-004780,2024-04-20,Night,Plant-B,Logistics,W-0074,6.6,No Incident,Fall,None,0,Full,Yes,74.9,23.2,88,4.2,0,Equipment Fix,Human Error
SAF-004781,2024-11-23,Morning,Plant-A,Maintenance,W-0070,12.7,No Incident,None,Medium,0,Full,Yes,66.5,26.5,147,5.7,3,None,N/A
SAF-004782,2024-10-11,Afternoon,Plant-A,Packaging,W-0032,1.0,No Incident,Noise,None,0,Partial,Yes,87.6,32.2,146,1.1,0,Equipment Fix,N/A
SAF-004783,2024-10-24,Afternoon,Plant-C,Assembly,W-0071,2.8,No Incident,None,None,9,Full,Yes,60.5,28.2,41,3.9,4,Procedure Update,N/A
SAF-004784,2024-02-09,Night,Plant-C,Assembly,W-0084,2.5,Property Damage,None,None,14,Full,Yes,90.0,25.4,126,5.9,2,Procedure Update,Unknown
SAF-004785,2024-08-30,Afternoon,Plant-A,Assembly,W-0068,0.9,No Incident,None,Low,0,Full,Yes,62.9,28.8,119,9.9,4,Procedure Update,N/A
SAF-004786,2024-09-13,Night,Plant-A,Machining,W-0168,1.2,No Incident,None,None,2,Full,Yes,66.0,41.5,57,7.0,2,PPE Upgrade,Unknown
SAF-004787,2024-09-08,Night,Plant-A,Welding,W-0074,4.1,No Incident,Noise,Medium,0,Full,Yes,71.8,31.6,178,4.1,1,None,Environmental
SAF-004788,2024-04-14,Night,Plant-C,Quality,W-0199,4.3,No Incident,None,None,0,Full,Yes,66.7,19.2,71,1.9,2,Procedure Update,Environmental
SAF-004789,2024-12-06,Night,Plant-A,Welding,W-0179,4.0,No Incident,None,None,12,Full,No,80.2,29.5,21,6.5,1,None,N/A
SAF-004790,2024-11-17,Afternoon,Plant-A,Welding,W-0034,4.5,First Aid,Struck By,Medium,0,Partial,Yes,58.5,23.6,114,2.8,1,Training,Procedural
SAF-004791,2024-07-05,Night,Plant-A,Maintenance,W-0099,5.2,No Incident,None,None,0,Partial,Yes,83.9,27.8,57,9.9,1,Equipment Fix,Equipment Failure
SAF-004792,2024-08-02,Night,Plant-A,Assembly,W-0111,5.2,First Aid,Caught In,None,21,Full,Yes,89.4,41.1,146,4.0,1,None,N/A
SAF-004793,2024-04-23,Afternoon,Plant-A,Machining,W-0058,13.4,No Incident,Struck By,None,0,Full,Yes,81.0,24.7,54,1.1,3,Equipment Fix,N/A
SAF-004794,2024-11-14,Morning,Plant-A,Assembly,W-0011,5.3,No Incident,Fall,High,0,Full,Yes,69.7,34.6,184,8.2,0,Training,N/A
SAF-004795,2024-04-04,Morning,Plant-C,Machining,W-0071,5.6,No Incident,Thermal,None,0,Full,Yes,82.4,27.3,183,5.7,2,None,N/A
SAF-004796,2024-02-08,Night,Plant-C,Packaging,W-0076,10.0,No Incident,None,None,0,Full,Yes,92.9,14.6,190,9.6,4,None,N/A
SAF-004797,2024-02-25,Afternoon,Plant-C,Packaging,W-0107,0.6,No Incident,Noise,None,5,Full,No,74.8,18.4,175,4.2,3,Training,N/A
SAF-004798,2024-09-14,Night,Plant-B,Packaging,W-0047,0.5,No Incident,None,None,0,Full,Yes,85.9,39.7,144,1.5,2,None,Unknown
SAF-004799,2024-08-20,Night,Plant-C,Welding,W-0128,0.2,No Incident,Caught In,None,0,Full,Yes,68.7,33.7,116,3.8,1,Equipment Fix,N/A
SAF-004800,2024-10-10,Morning,Plant-B,Packaging,W-0127,4.5,No Incident,None,None,0,Full,Yes,80.1,35.8,43,6.0,0,Equipment Fix,N/A
SAF-004801,2024-02-22,Afternoon,Plant-C,Packaging,W-0074,4.9,Near Miss,Struck By,Low,0,Full,Yes,108.4,25.0,173,1.4,3,Training,N/A
SAF-004802,2024-07-15,Night,Plant-A,Maintenance,W-0050,0.2,No Incident,None,None,3,Full,No,98.2,42.4,143,1.4,3,PPE Upgrade,Equipment Failure
SAF-004803,2024-03-13,Morning,Plant-B,Packaging,W-0151,1.4,No Incident,Struck By,None,0,Full,Yes,83.1,33.5,114,6.3,0,None,N/A
SAF-004804,2024-07-15,Afternoon,Plant-A,Assembly,W-0023,1.8,No Incident,None,None,0,Full,Yes,67.0,42.0,185,4.4,2,None,N/A
SAF-004805,2024-11-25,Night,Plant-C,Assembly,W-0091,1.1,No Incident,Struck By,None,0,Full,Yes,68.4,22.8,152,9.8,3,None,Unknown
SAF-004806,2024-10-20,Afternoon,Plant-B,Painting,W-0089,2.6,No Incident,Electrical,None,7,Full,Yes,73.8,18.6,143,8.2,2,Procedure Update,N/A
SAF-004807,2024-09-26,Afternoon,Plant-A,Maintenance,W-0021,0.6,No Incident,Thermal,Low,0,Partial,Yes,74.2,25.8,151,7.6,0,Training,N/A
SAF-004808,2024-09-01,Afternoon,Plant-A,Quality,W-0140,11.0,No Incident,None,None,24,Full,No,50.5,38.6,37,6.2,2,None,N/A
SAF-004809,2024-08-12,Night,Plant-B,Assembly,W-0129,12.2,First Aid,Fall,None,0,Full,Yes,55.2,40.3,105,4.0,1,Training,N/A
SAF-004810,2024-04-22,Night,Plant-B,Machining,W-0180,1.9,No Incident,None,None,8,Full,Yes,90.0,31.4,146,5.9,1,Training,N/A
SAF-004811,2024-06-17,Afternoon,Plant-C,Quality,W-0127,4.5,No Incident,Fall,None,0,Full,Yes,84.4,36.7,84,8.6,3,None,Equipment Failure
SAF-004812,2024-12-10,Morning,Plant-C,Quality,W-0088,4.9,Lost Time,None,None,0,Full,Yes,74.2,26.1,147,8.3,3,PPE Upgrade,Unknown
SAF-004813,2024-02-29,Morning,Plant-C,Painting,W-0045,12.7,No Incident,Struck By,None,0,Full,Yes,78.6,28.1,168,2.6,4,PPE Upgrade,N/A
SAF-004814,2024-01-25,Night,Plant-B,Welding,W-0070,1.8,No Incident,None,High,16,Partial,Yes,72.7,25.2,112,3.1,0,Training,Procedural
SAF-004815,2024-06-29,Afternoon,Plant-B,Welding,W-0144,0.8,No Incident,None,None,0,Full,Yes,77.5,20.9,50,5.6,3,None,Environmental
SAF-004816,2024-12-17,Night,Plant-A,Painting,W-0188,6.1,Near Miss,Thermal,None,0,Partial,Yes,50.0,34.4,174,4.1,4,None,Unknown
SAF-004817,2024-11-22,Afternoon,Plant-B,Logistics,W-0014,1.9,No Incident,None,None,0,Full,Yes,58.1,10.0,108,2.0,3,PPE Upgrade,N/A
SAF-004818,2024-11-15,Afternoon,Plant-B,Packaging,W-0176,1.6,No Incident,None,None,0,Full,Yes,74.7,35.8,43,6.8,2,None,N/A
SAF-004819,2024-08-24,Afternoon,Plant-C,Assembly,W-0173,18.9,No Incident,Caught In,None,0,Full,Yes,50.0,22.0,21,6.9,2,Training,N/A
SAF-004820,2024-04-18,Morning,Plant-B,Maintenance,W-0122,7.4,No Incident,None,None,0,Full,No,82.4,17.1,77,5.8,1,Procedure Update,N/A
SAF-004821,2024-06-02,Afternoon,Plant-A,Painting,W-0087,3.2,No Incident,None,High,0,Full,Yes,75.0,34.5,31,6.2,1,None,N/A
SAF-004822,2024-06-02,Night,Plant-C,Machining,W-0042,0.9,No Incident,None,None,0,Full,Yes,81.9,17.5,140,5.5,2,None,N/A
SAF-004823,2024-07-29,Afternoon,Plant-C,Machining,W-0089,0.8,Medical Treatment,Noise,None,0,Full,Yes,80.7,23.9,184,2.5,3,Procedure Update,N/A
SAF-004824,2024-09-24,Night,Plant-A,Packaging,W-0194,3.6,No Incident,Caught In,None,0,Full,Yes,80.8,37.0,45,8.9,3,None,N/A
SAF-004825,2024-06-24,Night,Plant-B,Welding,W-0129,2.2,No Incident,Thermal,None,0,Full,Yes,70.4,32.1,24,1.8,1,Training,N/A
SAF-004826,2024-01-02,Morning,Plant-B,Logistics,W-0189,5.2,No Incident,Struck By,None,0,Full,Yes,75.6,17.3,132,2.1,1,None,Equipment Failure
SAF-004827,2024-01-19,Night,Plant-A,Packaging,W-0071,2.5,No Incident,Thermal,None,0,Full,Yes,74.1,36.0,139,7.0,4,None,N/A
SAF-004828,2024-11-13,Night,Plant-B,Machining,W-0096,5.3,No Incident,Ergonomic,None,0,Full,Yes,91.2,33.9,197,3.6,2,None,N/A
SAF-004829,2024-05-30,Afternoon,Plant-B,Painting,W-0058,3.7,No Incident,Noise,Medium,0,Full,Yes,75.7,24.0,70,9.9,2,PPE Upgrade,N/A
SAF-004830,2024-08-17,Morning,Plant-C,Welding,W-0146,0.7,No Incident,Fall,None,0,Full,Yes,50.0,21.5,101,6.9,0,Procedure Update,N/A
SAF-004831,2024-11-11,Morning,Plant-A,Packaging,W-0063,11.4,No Incident,Fall,None,0,Full,No,97.1,27.8,198,8.0,4,None,Procedural
SAF-004832,2024-12-12,Afternoon,Plant-A,Painting,W-0154,2.0,No Incident,Fall,None,0,Full,Yes,74.9,23.8,60,8.6,0,None,N/A
SAF-004833,2024-05-13,Night,Plant-B,Packaging,W-0169,1.8,Near Miss,None,None,26,Full,Yes,66.7,38.2,121,6.1,2,None,Unknown
SAF-004834,2024-08-21,Morning,Plant-B,Maintenance,W-0192,4.0,No Incident,Thermal,None,0,Full,Yes,65.5,25.7,185,2.2,3,Equipment Fix,N/A
SAF-004835,2024-12-06,Morning,Plant-C,Logistics,W-0015,2.0,No Incident,None,None,21,Full,Yes,70.1,26.4,58,9.0,3,Procedure Update,Equipment Failure
SAF-004836,2024-10-30,Morning,Plant-C,Assembly,W-0084,12.2,Property Damage,None,None,0,Full,Yes,83.0,21.9,121,9.0,0,Training,Environmental
SAF-004837,2024-03-24,Night,Plant-A,Machining,W-0172,8.0,No Incident,None,Low,0,Full,Yes,85.2,24.2,60,5.7,1,Procedure Update,Human Error
SAF-004838,2024-10-26,Morning,Plant-C,Logistics,W-0109,2.3,No Incident,None,Critical,0,Full,Yes,66.3,27.7,184,3.2,1,Equipment Fix,N/A
SAF-004839,2024-04-29,Night,Plant-C,Assembly,W-0006,0.5,No Incident,Struck By,None,0,Full,Yes,68.1,30.2,178,6.9,3,None,N/A
SAF-004840,2024-11-27,Morning,Plant-C,Machining,W-0134,0.3,No Incident,None,None,0,None,Yes,67.7,26.7,101,7.0,0,Procedure Update,Procedural
SAF-004841,2024-07-23,Morning,Plant-C,Quality,W-0197,1.5,No Incident,None,None,0,Full,Yes,82.0,16.3,188,1.9,4,PPE Upgrade,N/A
SAF-004842,2024-11-29,Night,Plant-A,Packaging,W-0185,3.6,No Incident,None,None,0,Full,No,70.4,29.6,103,2.1,2,Training,Human Error
SAF-004843,2024-02-20,Morning,Plant-B,Packaging,W-0115,9.4,No Incident,Struck By,None,0,Full,Yes,68.4,21.9,193,6.4,3,None,Equipment Failure
SAF-004844,2024-07-17,Morning,Plant-A,Quality,W-0135,9.7,No Incident,Noise,None,0,Full,Yes,68.6,42.1,196,8.2,1,None,N/A
SAF-004845,2024-07-29,Night,Plant-B,Welding,W-0176,1.9,No Incident,None,None,0,Full,Yes,77.6,34.8,56,3.1,2,Equipment Fix,Human Error
SAF-004846,2024-03-19,Morning,Plant-B,Quality,W-0199,12.3,No Incident,Struck By,None,24,Full,No,69.4,26.4,44,7.6,0,Training,N/A
SAF-004847,2024-12-25,Afternoon,Plant-B,Packaging,W-0059,1.4,No Incident,None,None,0,None,Yes,74.8,28.6,108,3.5,3,Training,Environmental
SAF-004848,2024-11-08,Afternoon,Plant-B,Logistics,W-0079,5.5,No Incident,None,None,28,None,Yes,82.6,34.4,77,8.9,1,PPE Upgrade,N/A
SAF-004849,2024-01-21,Night,Plant-A,Packaging,W-0178,3.1,Near Miss,Electrical,Low,0,Full,Yes,58.1,22.8,83,3.9,4,None,N/A
SAF-004850,2024-10-05,Afternoon,Plant-C,Quality,W-0006,4.2,Near Miss,None,None,6,Full,Yes,65.9,28.6,120,2.6,2,Training,N/A
SAF-004851,2024-08-15,Morning,Plant-B,Painting,W-0021,3.6,No Incident,Struck By,None,0,Full,Yes,91.1,26.7,32,1.2,4,PPE Upgrade,N/A
SAF-004852,2024-10-20,Afternoon,Plant-B,Machining,W-0124,8.0,No Incident,None,None,0,Full,No,59.0,31.8,107,1.8,2,None,N/A
SAF-004853,2024-03-08,Night,Plant-C,Machining,W-0170,0.9,No Incident,Thermal,None,27,Full,Yes,74.1,31.2,150,4.6,3,None,N/A
SAF-004854,2024-10-18,Afternoon,Plant-C,Painting,W-0189,1.3,No Incident,Fall,None,0,Partial,Yes,66.7,36.4,191,7.7,0,Training,Environmental
SAF-004855,2024-07-20,Morning,Plant-C,Assembly,W-0198,0.4,No Incident,None,None,0,Full,Yes,76.9,31.6,106,2.8,4,Procedure Update,Equipment Failure
SAF-004856,2024-10-03,Night,Plant-B,Packaging,W-0098,15.0,No Incident,Ergonomic,None,28,Full,Yes,78.9,22.4,138,5.3,0,None,N/A
SAF-004857,2024-07-15,Afternoon,Plant-C,Maintenance,W-0123,0.0,No Incident,None,None,17,Full,Yes,85.3,20.3,130,4.0,3,PPE Upgrade,N/A
SAF-004858,2024-04-28,Afternoon,Plant-B,Packaging,W-0197,12.1,No Incident,None,None,16,Partial,Yes,73.8,31.6,160,2.0,4,None,N/A
SAF-004859,2024-11-27,Morning,Plant-A,Painting,W-0200,1.9,No Incident,Chemical,None,22,Full,No,68.7,23.6,187,1.8,2,Equipment Fix,N/A
SAF-004860,2024-08-06,Afternoon,Plant-B,Assembly,W-0014,4.3,Near Miss,None,Low,17,Full,Yes,110.9,36.2,50,7.9,1,None,Equipment Failure
SAF-004861,2024-09-07,Morning,Plant-C,Logistics,W-0174,14.1,No Incident,None,None,0,Partial,Yes,70.1,24.1,164,8.5,0,None,Environmental
SAF-004862,2024-08-19,Morning,Plant-C,Welding,W-0146,12.3,No Incident,None,None,0,Full,Yes,97.0,25.0,136,6.7,3,PPE Upgrade,N/A
SAF-004863,2024-08-06,Morning,Plant-C,Welding,W-0170,13.4,No Incident,None,None,0,Partial,Yes,88.4,30.4,23,4.5,0,Procedure Update,Procedural
SAF-004864,2024-04-28,Night,Plant-C,Maintenance,W-0128,0.8,No Incident,None,None,0,Full,No,71.9,12.6,95,9.3,3,None,N/A
SAF-004865,2024-11-15,Morning,Plant-A,Machining,W-0055,1.4,No Incident,None,None,0,Full,Yes,76.5,35.7,47,3.6,1,Equipment Fix,N/A
SAF-004866,2024-07-11,Afternoon,Plant-B,Painting,W-0060,0.3,No Incident,None,None,23,Full,No,71.5,38.1,92,9.7,4,Equipment Fix,N/A
SAF-004867,2024-07-16,Night,Plant-A,Painting,W-0019,4.2,No Incident,None,None,0,None,Yes,83.0,34.1,122,4.7,1,None,N/A
SAF-004868,2024-04-27,Morning,Plant-B,Assembly,W-0177,12.9,No Incident,None,None,0,Partial,Yes,74.1,15.9,138,2.4,2,Training,Unknown
SAF-004869,2024-07-09,Night,Plant-C,Machining,W-0015,10.3,No Incident,None,None,0,Full,Yes,72.1,28.7,54,5.5,2,None,Human Error
SAF-004870,2024-03-06,Morning,Plant-C,Machining,W-0113,4.5,No Incident,None,None,0,Full,Yes,86.9,20.3,60,6.0,0,None,Human Error
