production_id,date,shift,plant,production_line,machine_id,product_id,planned_units,actual_units,defective_units,scrap_units,cycle_time_sec,oee_pct,availability_pct,performance_pct,quality_pct,raw_material_used_kg,batch_id,operator_id,stoppage_minutes
PRD-005930,2024-08-02,Morning,Plant-C,LINE-8,MCH-026,PROD-009,1144,1619,68,16,48.03,59.72,94.51,92.69,97.56,603.33,BATCH-0005930,W-0189,7.9
PRD-005931,2024-05-23,Afternoon,Plant-C,LINE-8,MCH-047,PROD-010,1508,1797,38,49,50.34,71.49,81.91,95.71,93.56,456.86,BATCH-0005931,W-0137,16.1
PRD-005932,2024-10-17,Afternoon,Plant-A,LINE-8,MCH-048,PROD-001,1715,941,92,13,37.71,84.56,85.39,100.0,100.0,619.79,BATCH-0005932,W-0028,31.0
PRD-005933,2024-01-27,Night,Plant-B,LINE-5,MCH-007,PROD-003,1248,1039,14,29,64.13,85.59,97.03,86.08,98.61,548.12,BATCH-0005933,W-0117,1.0
PRD-005934,2024-02-28,Afternoon,Plant-C,LINE-7,MCH-010,PROD-024,1607,1396,10,36,39.08,75.35,91.45,87.47,98.31,528.14,BATCH-0005934,W-0159,3.6
PRD-005935,2024-04-06,Morning,Plant-C,LINE-6,MCH-025,PROD-007,1306,1028,73,18,50.88,87.75,90.91,82.56,97.54,592.38,BATCH-0005935,W-0132,8.1
PRD-005936,2024-03-15,Afternoon,Plant-A,LINE-4,MCH-006,PROD-016,1293,1947,42,39,46.84,74.56,87.86,92.05,95.15,375.97,BATCH-0005936,W-0019,7.5
PRD-005937,2024-05-13,Night,Plant-C,LINE-3,MCH-041,PROD-003,1908,1382,39,14,37.75,83.09,99.16,89.39,98.08,445.47,BATCH-0005937,W-0184,7.2
PRD-005938,2024-11-14,Afternoon,Plant-C,LINE-2,MCH-010,PROD-005,792,764,24,35,38.03,67.72,82.91,100.0,98.31,396.95,BATCH-0005938,W-0029,0.3
PRD-005939,2024-07-08,Night,Plant-B,LINE-1,MCH-005,PROD-006,846,1154,92,28,35.82,55.91,90.05,86.19,97.79,502.25,BATCH-0005939,W-0065,11.3
PRD-005940,2024-02-17,Morning,Plant-B,LINE-4,MCH-029,PROD-005,1398,1214,35,48,50.32,83.59,94.26,88.33,100.0,678.35,BATCH-0005940,W-0032,5.5
PRD-005941,2024-10-15,Night,Plant-A,LINE-8,MCH-044,PROD-023,1579,1111,29,25,54.07,86.2,80.98,81.35,99.49,469.18,BATCH-0005941,W-0127,28.5
PRD-005942,2024-04-20,Night,Plant-B,LINE-2,MCH-032,PROD-005,1931,491,5,46,46.27,83.2,99.31,90.74,100.0,531.96,BATCH-0005942,W-0200,14.6
PRD-005943,2024-07-10,Night,Plant-C,LINE-4,MCH-033,PROD-022,1668,484,2,16,43.59,81.07,91.84,81.44,95.76,463.47,BATCH-0005943,W-0030,1.9
PRD-005944,2024-01-26,Morning,Plant-C,LINE-1,MCH-002,PROD-017,1215,1192,18,45,35.0,85.67,92.76,76.18,97.72,317.75,BATCH-0005944,W-0046,27.6
PRD-005945,2024-11-30,Afternoon,Plant-B,LINE-8,MCH-004,PROD-016,1797,861,98,47,23.56,65.98,88.04,100.0,100.0,529.61,BATCH-0005945,W-0164,14.9
PRD-005946,2024-01-01,Night,Plant-A,LINE-7,MCH-026,PROD-022,1937,944,63,21,48.68,77.58,94.33,97.18,99.15,404.43,BATCH-0005946,W-0030,7.6
PRD-005947,2024-02-09,Afternoon,Plant-B,LINE-3,MCH-039,PROD-019,927,1593,84,35,46.08,97.32,94.19,84.99,97.47,378.0,BATCH-0005947,W-0042,12.2
PRD-005948,2024-02-25,Afternoon,Plant-B,LINE-3,MCH-009,PROD-013,1582,1257,33,49,42.38,58.51,97.43,92.06,100.0,313.97,BATCH-0005948,W-0060,3.2
PRD-005949,2024-06-18,Morning,Plant-C,LINE-3,MCH-026,PROD-025,519,1456,90,4,34.02,73.86,84.86,82.53,98.73,459.4,BATCH-0005949,W-0190,10.4
PRD-005950,2024-05-29,Morning,Plant-C,LINE-4,MCH-013,PROD-012,1153,956,46,22,45.78,77.06,93.57,94.9,93.9,527.96,BATCH-0005950,W-0106,19.1
PRD-005951,2024-07-19,Afternoon,Plant-B,LINE-3,MCH-035,PROD-006,1276,833,3,36,37.63,94.43,87.34,89.02,97.19,576.27,BATCH-0005951,W-0158,19.8
PRD-005952,2024-02-26,Afternoon,Plant-B,LINE-10,MCH-048,PROD-006,544,1053,5,36,46.83,62.2,89.5,90.97,96.63,594.86,BATCH-0005952,W-0036,0.6
PRD-005953,2024-08-31,Morning,Plant-C,LINE-10,MCH-029,PROD-024,1187,1286,28,30,56.96,72.13,89.63,77.32,94.94,586.53,BATCH-0005953,W-0049,8.6
PRD-005954,2024-06-25,Morning,Plant-C,LINE-1,MCH-035,PROD-010,565,1889,33,40,42.54,78.75,94.78,90.83,96.38,413.41,BATCH-0005954,W-0002,78.3
PRD-005955,2024-09-28,Night,Plant-B,LINE-9,MCH-014,PROD-010,1394,809,68,27,41.87,70.69,95.25,91.9,100.0,459.74,BATCH-0005955,W-0163,1.3
PRD-005956,2024-12-19,Morning,Plant-A,LINE-4,MCH-008,PROD-012,1502,1666,41,33,53.09,81.0,77.4,95.89,97.31,454.04,BATCH-0005956,W-0066,6.7
PRD-005957,2024-12-28,Night,Plant-C,LINE-4,MCH-025,PROD-010,1183,1427,38,24,45.98,75.47,95.38,84.51,98.6,533.58,BATCH-0005957,W-0043,5.4
PRD-005958,2024-11-24,Night,Plant-C,LINE-3,MCH-017,PROD-020,1403,1127,9,6,34.38,64.17,85.05,95.37,98.64,579.44,BATCH-0005958,W-0009,42.0
PRD-005959,2024-01-31,Afternoon,Plant-A,LINE-7,MCH-011,PROD-010,1457,596,82,26,50.55,85.3,86.97,83.14,98.75,403.17,BATCH-0005959,W-0111,46.7
PRD-005960,2024-10-03,Night,Plant-C,LINE-9,MCH-045,PROD-007,719,500,35,43,49.94,77.02,81.47,85.25,93.81,626.21,BATCH-0005960,W-0070,0.7
PRD-005961,2024-01-25,Morning,Plant-B,LINE-1,MCH-039,PROD-013,1302,1428,98,38,32.92,86.13,95.96,75.65,100.0,375.6,BATCH-0005961,W-0120,1.0
PRD-005962,2024-04-20,Morning,Plant-C,LINE-1,MCH-045,PROD-002,1611,1130,16,17,52.41,66.93,89.36,86.62,95.5,373.29,BATCH-0005962,W-0121,21.6
PRD-005963,2024-09-25,Afternoon,Plant-C,LINE-9,MCH-008,PROD-010,1025,1682,93,48,29.19,83.85,89.86,80.94,93.56,482.34,BATCH-0005963,W-0137,11.8
PRD-005964,2024-09-17,Afternoon,Plant-B,LINE-6,MCH-040,PROD-025,1708,647,26,15,44.33,83.92,93.25,84.06,99.09,533.6,BATCH-0005964,W-0059,9.1
PRD-005965,2024-10-22,Afternoon,Plant-C,LINE-4,MCH-001,PROD-015,1802,935,78,9,26.07,74.89,94.3,90.05,97.16,481.09,BATCH-0005965,W-0057,3.5
PRD-005966,2024-11-23,Night,Plant-C,LINE-9,MCH-006,PROD-007,525,764,91,1,37.38,78.07,87.1,79.84,97.06,528.67,BATCH-0005966,W-0018,17.7
PRD-005967,2024-01-19,Night,Plant-C,LINE-8,MCH-026,PROD-012,1612,1337,71,49,43.43,75.44,95.17,98.85,100.0,335.67,BATCH-0005967,W-0184,14.7
PRD-005968,2024-05-26,Morning,Plant-B,LINE-8,MCH-026,PROD-016,1281,1280,36,1,26.36,76.24,91.79,97.33,96.38,551.05,BATCH-0005968,W-0176,12.7
PRD-005969,2024-05-10,Night,Plant-C,LINE-4,MCH-047,PROD-017,1098,1919,1,42,49.49,94.34,94.38,98.53,97.86,542.25,BATCH-0005969,W-0027,14.6
PRD-005970,2024-11-22,Afternoon,Plant-B,LINE-1,MCH-029,PROD-003,1712,2058,29,18,41.91,90.18,97.88,92.1,94.38,509.67,BATCH-0005970,W-0042,2.3
PRD-005971,2024-02-04,Morning,Plant-B,LINE-2,MCH-031,PROD-003,1358,1091,76,6,36.17,81.94,97.55,100.0,98.18,511.44,BATCH-0005971,W-0138,6.9
PRD-005972,2024-02-01,Morning,Plant-C,LINE-9,MCH-012,PROD-023,960,1263,59,46,49.47,62.84,92.42,87.03,95.46,353.82,BATCH-0005972,W-0147,15.9
PRD-005973,2024-05-24,Night,Plant-A,LINE-8,MCH-038,PROD-002,1385,1861,33,15,43.84,78.06,92.56,96.13,99.35,553.01,BATCH-0005973,W-0164,13.3
PRD-005974,2024-02-01,Afternoon,Plant-A,LINE-3,MCH-005,PROD-023,1889,917,76,12,48.08,80.05,92.04,94.85,98.02,466.4,BATCH-0005974,W-0100,7.6
PRD-005975,2024-05-19,Morning,Plant-C,LINE-2,MCH-020,PROD-009,514,1600,52,46,37.52,84.88,91.25,93.92,95.21,427.18,BATCH-0005975,W-0172,9.3
PRD-005976,2024-05-03,Night,Plant-C,LINE-2,MCH-019,PROD-007,1005,800,21,19,42.58,89.6,93.76,78.29,95.19,314.7,BATCH-0005976,W-0145,25.3
PRD-005977,2024-02-02,Night,Plant-A,LINE-2,MCH-036,PROD-005,1604,1019,67,22,38.22,78.49,83.5,86.69,99.68,687.36,BATCH-0005977,W-0190,22.0
PRD-005978,2024-06-27,Night,Plant-A,LINE-1,MCH-044,PROD-015,838,695,16,6,48.51,68.6,90.98,100.0,98.89,382.86,BATCH-0005978,W-0135,5.0
PRD-005979,2024-07-26,Night,Plant-B,LINE-6,MCH-028,PROD-008,1526,1046,33,19,60.84,94.65,85.24,96.75,100.0,265.39,BATCH-0005979,W-0175,4.8
PRD-005980,2024-07-16,Afternoon,Plant-A,LINE-1,MCH-031,PROD-017,632,2029,54,24,40.4,72.37,85.89,77.22,100.0,553.7,BATCH-0005980,W-0169,40.8
PRD-005981,2024-09-17,Night,Plant-B,LINE-9,MCH-037,PROD-017,1395,623,59,27,57.87,96.27,91.08,94.54,100.0,581.05,BATCH-0005981,W-0152,31.4
PRD-005982,2024-06-23,Night,Plant-C,LINE-1,MCH-050,PROD-003,544,1377,79,1,40.18,77.21,89.41,98.31,99.39,503.52,BATCH-0005982,W-0139,27.0
PRD-005983,2024-02-08,Night,Plant-C,LINE-2,MCH-039,PROD-007,1735,1515,99,23,31.58,91.16,93.34,100.0,99.12,456.94,BATCH-0005983,W-0197,7.5
PRD-005984,2024-12-17,Morning,Plant-A,LINE-9,MCH-011,PROD-006,1796,542,12,46,43.74,83.33,87.86,88.72,97.71,460.9,BATCH-0005984,W-0157,51.9
PRD-005985,2024-04-19,Night,Plant-A,LINE-9,MCH-040,PROD-010,1259,525,94,43,34.02,68.22,92.17,100.0,98.11,624.07,BATCH-0005985,W-0026,0.2
PRD-005986,2024-06-18,Night,Plant-B,LINE-5,MCH-027,PROD-012,915,979,58,13,40.2,68.85,88.75,82.39,94.59,596.63,BATCH-0005986,W-0065,23.9
PRD-005987,2024-04-07,Night,Plant-A,LINE-5,MCH-013,PROD-025,1892,1366,86,29,38.68,83.76,91.3,84.48,95.68,600.54,BATCH-0005987,W-0095,39.0
PRD-005988,2024-09-24,Afternoon,Plant-A,LINE-2,MCH-018,PROD-023,876,702,91,43,41.87,69.94,91.93,90.64,96.89,367.47,BATCH-0005988,W-0140,28.3
PRD-005989,2024-11-20,Night,Plant-C,LINE-5,MCH-024,PROD-008,1593,1300,38,45,39.73,74.01,92.35,99.98,95.93,567.62,BATCH-0005989,W-0107,16.6
PRD-005990,2024-12-01,Morning,Plant-C,LINE-2,MCH-001,PROD-013,1316,1558,86,37,46.46,77.86,88.03,90.96,99.77,499.27,BATCH-0005990,W-0097,4.5
PRD-005991,2024-02-22,Afternoon,Plant-A,LINE-2,MCH-038,PROD-011,1336,846,73,25,46.59,72.21,88.78,82.09,94.8,470.46,BATCH-0005991,W-0137,0.4
PRD-005992,2024-05-20,Afternoon,Plant-C,LINE-1,MCH-046,PROD-005,1417,1579,47,33,46.07,100.0,93.76,91.98,96.72,331.16,BATCH-0005992,W-0193,15.4
PRD-005993,2024-09-20,Night,Plant-B,LINE-6,MCH-008,PROD-013,1859,731,46,8,45.68,78.53,87.56,76.68,97.47,588.83,BATCH-0005993,W-0128,20.0
PRD-005994,2024-11-26,Night,Plant-C,LINE-10,MCH-013,PROD-021,739,629,95,49,57.63,76.14,87.45,75.18,97.11,283.88,BATCH-0005994,W-0182,40.8
PRD-005995,2024-04-21,Afternoon,Plant-A,LINE-10,MCH-008,PROD-008,538,1704,42,28,54.17,75.83,83.21,92.28,98.09,419.0,BATCH-0005995,W-0133,68.8
PRD-005996,2024-09-01,Night,Plant-A,LINE-4,MCH-048,PROD-001,1965,1110,55,2,38.37,75.09,87.07,84.89,97.8,610.88,BATCH-0005996,W-0174,20.2
PRD-005997,2024-06-07,Night,Plant-C,LINE-8,MCH-044,PROD-002,735,1726,94,3,54.9,62.78,83.84,86.96,90.99,429.83,BATCH-0005997,W-0185,2.3
PRD-005998,2024-08-22,Night,Plant-B,LINE-4,MCH-045,PROD-001,695,1413,59,15,47.61,89.17,92.79,91.15,97.73,657.11,BATCH-0005998,W-0058,12.5
PRD-005999,2024-06-12,Night,Plant-C,LINE-5,MCH-014,PROD-015,1072,1699,61,13,43.38,74.8,90.56,90.86,95.73,398.87,BATCH-0005999,W-0099,4.5
PRD-006000,2024-06-29,Morning,Plant-C,LINE-1,MCH-038,PROD-018,1911,1116,43,31,34.56,82.18,84.62,90.11,96.51,637.74,BATCH-0006000,W-0042,23.0
PRD-006001,2024-09-15,Night,Plant-C,LINE-10,MCH-023,PROD-011,1787,1727,18,48,38.76,85.96,79.88,85.11,99.52,606.38,BATCH-0006001,W-0094,18.0
PRD-006002,2024-01-26,Morning,Plant-C,LINE-1,MCH-038,PROD-008,858,1134,6,45,48.44,92.22,90.05,90.28,97.42,577.27,BATCH-0006002,W-0197,2.5
PRD-006003,2024-04-10,Night,Plant-B,LINE-9,MCH-036,PROD-015,599,1938,33,44,42.7,87.56,89.7,75.74,95.93,276.37,BATCH-0006003,W-0184,3.6
PRD-006004,2024-01-22,Afternoon,Plant-B,LINE-7,MCH-028,PROD-004,1662,2012,70,25,48.37,73.11,91.6,95.47,96.4,414.93,BATCH-0006004,W-0173,0.5
PRD-006005,2024-11-15,Night,Plant-B,LINE-4,MCH-039,PROD-010,1315,517,38,36,40.88,57.95,92.59,85.03,96.05,377.27,BATCH-0006005,W-0159,7.3
PRD-006006,2024-11-23,Morning,Plant-C,LINE-7,MCH-009,PROD-001,820,833,91,11,41.95,68.2,86.37,90.06,97.2,616.64,BATCH-0006006,W-0029,0.4
PRD-006007,2024-01-07,Night,Plant-A,LINE-7,MCH-004,PROD-002,1171,1355,24,16,27.23,78.97,87.49,97.28,93.67,527.81,BATCH-0006007,W-0096,15.6
PRD-006008,2024-02-22,Afternoon,Plant-B,LINE-4,MCH-038,PROD-022,1795,2001,64,29,63.87,63.76,82.35,76.93,98.6,565.13,BATCH-0006008,W-0064,4.4
PRD-006009,2024-07-25,Night,Plant-C,LINE-5,MCH-003,PROD-017,1203,1258,38,0,45.71,71.28,76.75,83.81,96.83,538.23,BATCH-0006009,W-0016,10.5
PRD-006010,2024-09-21,Night,Plant-B,LINE-5,MCH-037,PROD-019,506,1114,72,41,42.44,69.53,90.5,94.17,99.25,334.61,BATCH-0006010,W-0057,16.6
PRD-006011,2024-06-11,Night,Plant-C,LINE-8,MCH-020,PROD-009,1114,900,23,4,43.57,84.3,98.34,88.47,93.3,451.11,BATCH-0006011,W-0028,4.6
PRD-006012,2024-07-14,Night,Plant-C,LINE-4,MCH-017,PROD-015,1366,1040,66,6,39.88,88.38,93.19,98.36,99.83,607.18,BATCH-0006012,W-0070,41.7
PRD-006013,2024-05-24,Afternoon,Plant-C,LINE-9,MCH-010,PROD-021,1848,922,96,33,59.53,63.34,100.0,99.95,96.95,532.24,BATCH-0006013,W-0105,16.6
PRD-006014,2024-08-17,Afternoon,Plant-A,LINE-8,MCH-006,PROD-015,1103,1141,40,35,36.36,77.63,96.37,93.59,97.38,269.85,BATCH-0006014,W-0157,11.8
PRD-006015,2024-02-26,Afternoon,Plant-B,LINE-7,MCH-030,PROD-003,1741,1782,32,39,45.21,83.52,83.66,92.44,95.26,454.83,BATCH-0006015,W-0067,36.4
PRD-006016,2024-09-06,Morning,Plant-B,LINE-9,MCH-049,PROD-021,1229,1692,65,14,36.78,70.53,94.63,81.9,100.0,648.97,BATCH-0006016,W-0124,1.0
PRD-006017,2024-08-18,Night,Plant-C,LINE-3,MCH-001,PROD-011,954,1590,45,5,61.6,58.68,90.9,87.77,99.44,404.82,BATCH-0006017,W-0042,12.6
PRD-006018,2024-10-08,Morning,Plant-B,LINE-4,MCH-050,PROD-009,1862,2093,77,23,30.64,75.0,100.0,84.23,98.05,491.96,BATCH-0006018,W-0015,3.8
PRD-006019,2024-05-14,Afternoon,Plant-B,LINE-4,MCH-016,PROD-007,641,1302,43,14,34.24,71.0,84.3,94.41,98.31,476.09,BATCH-0006019,W-0105,10.7
PRD-006020,2024-01-19,Night,Plant-B,LINE-1,MCH-011,PROD-001,1986,616,76,30,28.1,75.67,88.77,89.5,96.47,484.63,BATCH-0006020,W-0132,39.2
PRD-006021,2024-02-16,Morning,Plant-C,LINE-10,MCH-013,PROD-012,1746,1826,26,9,50.38,89.96,86.54,82.31,97.92,550.02,BATCH-0006021,W-0022,3.1
PRD-006022,2024-11-07,Afternoon,Plant-B,LINE-8,MCH-012,PROD-011,770,1910,94,20,56.13,92.88,82.17,98.62,97.79,500.27,BATCH-0006022,W-0010,14.8
PRD-006023,2024-01-20,Afternoon,Plant-A,LINE-2,MCH-040,PROD-007,1210,607,69,46,45.18,74.17,86.6,93.97,96.68,412.06,BATCH-0006023,W-0041,0.6
PRD-006024,2024-03-20,Afternoon,Plant-B,LINE-2,MCH-009,PROD-021,635,1957,0,9,52.67,73.75,89.82,81.98,100.0,287.95,BATCH-0006024,W-0169,0.7
PRD-006025,2024-08-24,Afternoon,Plant-C,LINE-9,MCH-007,PROD-015,565,527,35,1,37.58,84.09,85.9,92.2,93.58,510.59,BATCH-0006025,W-0049,15.7
PRD-006026,2024-12-02,Morning,Plant-B,LINE-9,MCH-021,PROD-011,683,1411,21,17,52.16,90.04,85.94,99.34,97.3,498.45,BATCH-0006026,W-0075,7.0
PRD-006027,2024-02-22,Morning,Plant-A,LINE-10,MCH-007,PROD-025,1862,979,48,33,48.83,99.31,84.41,91.16,100.0,562.62,BATCH-0006027,W-0180,0.5
PRD-006028,2024-07-26,Night,Plant-A,LINE-1,MCH-008,PROD-013,765,699,7,23,39.59,72.6,98.69,100.0,93.68,532.91,BATCH-0006028,W-0186,11.3
PRD-006029,2024-11-06,Morning,Plant-A,LINE-3,MCH-038,PROD-019,1230,439,60,15,44.08,86.92,87.83,89.99,100.0,467.89,BATCH-0006029,W-0105,28.0
PRD-006030,2024-09-26,Afternoon,Plant-B,LINE-10,MCH-004,PROD-011,1047,876,24,21,47.69,74.06,94.47,77.99,98.75,574.85,BATCH-0006030,W-0039,3.4
PRD-006031,2024-12-21,Night,Plant-A,LINE-8,MCH-040,PROD-022,870,603,8,5,52.12,78.4,82.29,97.41,94.88,561.44,BATCH-0006031,W-0199,32.1
PRD-006032,2024-10-13,Afternoon,Plant-A,LINE-6,MCH-032,PROD-009,1094,822,82,14,60.51,73.06,85.54,88.18,95.56,311.17,BATCH-0006032,W-0103,6.9
PRD-006033,2024-11-26,Morning,Plant-A,LINE-2,MCH-018,PROD-021,1350,610,71,31,48.42,76.75,96.51,95.39,96.0,547.73,BATCH-0006033,W-0122,15.8
PRD-006034,2024-12-26,Afternoon,Plant-C,LINE-3,MCH-036,PROD-012,1138,994,44,32,54.89,80.58,88.26,79.1,99.39,532.3,BATCH-0006034,W-0085,1.9
PRD-006035,2024-04-14,Night,Plant-B,LINE-3,MCH-018,PROD-024,1521,1524,20,44,33.55,87.21,98.58,91.11,96.63,425.02,BATCH-0006035,W-0088,3.3
PRD-006036,2024-09-04,Night,Plant-B,LINE-1,MCH-031,PROD-002,1212,1447,81,5,48.76,100.0,93.58,94.15,94.7,556.63,BATCH-0006036,W-0114,8.3
PRD-006037,2024-12-25,Morning,Plant-C,LINE-8,MCH-029,PROD-004,621,1562,4,38,36.38,72.0,98.05,94.0,99.83,613.21,BATCH-0006037,W-0172,4.7
PRD-006038,2024-02-22,Morning,Plant-B,LINE-2,MCH-010,PROD-024,996,662,87,7,29.78,68.57,80.72,99.81,94.94,320.09,BATCH-0006038,W-0053,30.0
PRD-006039,2024-08-11,Morning,Plant-A,LINE-4,MCH-009,PROD-003,702,1392,33,22,49.04,79.87,81.56,82.56,96.95,419.84,BATCH-0006039,W-0086,49.8
PRD-006040,2024-02-17,Afternoon,Plant-A,LINE-2,MCH-019,PROD-016,1687,1504,8,49,61.35,87.48,94.77,84.13,100.0,601.95,BATCH-0006040,W-0004,15.7
PRD-006041,2024-02-24,Morning,Plant-B,LINE-3,MCH-038,PROD-018,711,1219,9,18,40.7,79.46,92.22,84.06,95.08,453.92,BATCH-0006041,W-0029,7.0
PRD-006042,2024-07-06,Night,Plant-C,LINE-6,MCH-034,PROD-020,1895,790,53,45,29.56,88.66,77.58,93.16,95.71,400.35,BATCH-0006042,W-0104,7.0
PRD-006043,2024-09-21,Night,Plant-C,LINE-8,MCH-046,PROD-013,987,608,30,10,51.09,90.76,87.71,82.61,94.73,537.27,BATCH-0006043,W-0133,19.3
PRD-006044,2024-07-18,Night,Plant-B,LINE-7,MCH-010,PROD-017,1747,1235,76,34,35.69,93.14,93.93,89.37,96.6,655.53,BATCH-0006044,W-0168,1.4
PRD-006045,2024-08-05,Night,Plant-C,LINE-8,MCH-034,PROD-012,1240,1528,14,25,34.43,70.05,94.31,85.83,95.21,481.53,BATCH-0006045,W-0115,16.4
PRD-006046,2024-09-21,Afternoon,Plant-C,LINE-10,MCH-050,PROD-004,1340,1192,91,0,52.81,75.27,93.62,88.94,95.5,491.37,BATCH-0006046,W-0136,2.8
PRD-006047,2024-08-04,Morning,Plant-C,LINE-6,MCH-024,PROD-014,1276,499,34,43,45.13,89.26,92.53,71.14,95.86,523.78,BATCH-0006047,W-0015,5.5
PRD-006048,2024-02-27,Morning,Plant-C,LINE-9,MCH-002,PROD-006,1973,669,98,40,50.24,80.08,84.23,90.77,98.75,388.17,BATCH-0006048,W-0122,61.1
PRD-006049,2024-02-13,Morning,Plant-C,LINE-9,MCH-007,PROD-009,1092,453,93,9,47.05,84.37,96.0,92.46,97.33,687.56,BATCH-0006049,W-0075,3.3
PRD-006050,2024-10-18,Morning,Plant-C,LINE-4,MCH-014,PROD-001,780,852,53,10,54.67,83.01,91.66,91.72,95.73,613.73,BATCH-0006050,W-0124,3.6
PRD-006051,2024-10-19,Afternoon,Plant-C,LINE-10,MCH-007,PROD-003,943,1179,38,44,53.09,72.25,91.22,92.43,97.67,712.18,BATCH-0006051,W-0113,18.1
PRD-006052,2024-08-28,Afternoon,Plant-C,LINE-10,MCH-031,PROD-020,1943,708,41,0,66.37,56.48,91.12,96.35,96.22,404.7,BATCH-0006052,W-0158,19.6
PRD-006053,2024-07-16,Night,Plant-A,LINE-4,MCH-046,PROD-022,1546,821,89,48,51.13,69.79,92.59,82.64,96.83,386.55,BATCH-0006053,W-0199,8.0
PRD-006054,2024-08-12,Afternoon,Plant-C,LINE-10,MCH-004,PROD-016,1861,1517,79,48,39.7,77.57,92.88,98.39,98.74,757.95,BATCH-0006054,W-0119,23.9
PRD-006055,2024-07-01,Night,Plant-B,LINE-4,MCH-022,PROD-016,1876,604,64,13,57.71,72.58,88.58,89.0,96.47,333.49,BATCH-0006055,W-0118,4.9
PRD-006056,2024-10-23,Afternoon,Plant-B,LINE-6,MCH-050,PROD-011,757,1410,72,37,44.69,86.8,100.0,95.72,99.34,335.97,BATCH-0006056,W-0053,42.2
PRD-006057,2024-12-30,Night,Plant-C,LINE-9,MCH-014,PROD-006,1929,437,69,48,57.27,67.86,100.0,85.88,93.5,414.36,BATCH-0006057,W-0011,13.2
PRD-006058,2024-09-23,Afternoon,Plant-C,LINE-1,MCH-016,PROD-023,1955,1771,66,33,31.73,75.41,87.54,82.99,96.75,452.58,BATCH-0006058,W-0106,38.8
PRD-006059,2024-04-13,Morning,Plant-C,LINE-9,MCH-028,PROD-013,507,525,96,10,39.89,74.52,91.41,95.88,93.68,638.77,BATCH-0006059,W-0081,8.6
PRD-006060,2024-12-05,Night,Plant-B,LINE-8,MCH-034,PROD-007,1410,574,98,12,68.17,89.08,99.77,78.23,95.18,635.25,BATCH-0006060,W-0009,9.5
PRD-006061,2024-04-11,Morning,Plant-B,LINE-10,MCH-018,PROD-010,1950,1853,54,31,41.42,83.47,86.76,89.13,95.23,321.41,BATCH-0006061,W-0110,9.8
PRD-006062,2024-03-22,Night,Plant-A,LINE-10,MCH-038,PROD-001,682,1637,78,25,54.69,78.06,85.06,86.13,96.36,514.49,BATCH-0006062,W-0085,47.7
PRD-006063,2024-07-30,Afternoon,Plant-C,LINE-5,MCH-036,PROD-006,1485,1870,6,1,65.63,69.94,87.41,89.27,98.08,391.05,BATCH-0006063,W-0031,16.8
PRD-006064,2024-02-03,Night,Plant-A,LINE-9,MCH-049,PROD-021,1935,522,36,2,43.21,78.7,93.66,86.88,93.45,397.03,BATCH-0006064,W-0161,0.9
PRD-006065,2024-08-31,Night,Plant-A,LINE-3,MCH-004,PROD-011,1561,1006,57,17,78.6,96.74,83.72,83.99,94.4,720.57,BATCH-0006065,W-0162,18.0
PRD-006066,2024-01-22,Night,Plant-C,LINE-4,MCH-012,PROD-015,1058,762,78,45,34.75,70.05,93.8,94.92,97.65,477.49,BATCH-0006066,W-0021,11.2
PRD-006067,2024-06-13,Morning,Plant-B,LINE-6,MCH-008,PROD-003,1301,1647,41,13,39.51,75.69,89.09,91.71,97.76,380.11,BATCH-0006067,W-0100,19.2
PRD-006068,2024-01-15,Afternoon,Plant-B,LINE-7,MCH-035,PROD-014,1033,1949,21,31,43.19,77.12,85.24,97.72,96.18,365.83,BATCH-0006068,W-0033,16.4
PRD-006069,2024-06-19,Afternoon,Plant-C,LINE-2,MCH-002,PROD-013,1992,1633,26,13,44.7,68.4,87.96,83.47,93.93,336.83,BATCH-0006069,W-0151,1.2
PRD-006070,2024-10-01,Morning,Plant-A,LINE-7,MCH-046,PROD-024,1082,1137,75,21,58.35,72.04,96.27,88.76,98.11,641.35,BATCH-0006070,W-0074,27.8
PRD-006071,2024-04-16,Morning,Plant-A,LINE-2,MCH-006,PROD-025,556,1242,49,12,50.01,72.22,84.27,86.68,94.58,644.61,BATCH-0006071,W-0135,1.6
PRD-006072,2024-07-10,Afternoon,Plant-C,LINE-1,MCH-047,PROD-020,1083,1940,0,1,57.15,74.03,94.97,78.27,94.62,684.53,BATCH-0006072,W-0041,21.6
PRD-006073,2024-04-07,Night,Plant-A,LINE-5,MCH-048,PROD-022,706,1671,57,21,55.22,82.0,87.92,90.53,96.15,429.34,BATCH-0006073,W-0057,17.0
PRD-006074,2024-05-10,Night,Plant-A,LINE-10,MCH-050,PROD-007,1964,1423,44,27,54.29,74.28,91.9,92.01,95.06,472.3,BATCH-0006074,W-0094,7.6
PRD-006075,2024-07-01,Morning,Plant-B,LINE-4,MCH-039,PROD-003,697,2006,99,46,44.96,96.56,92.5,81.98,94.99,499.12,BATCH-0006075,W-0022,13.3
PRD-006076,2024-11-25,Night,Plant-A,LINE-2,MCH-034,PROD-018,955,926,17,23,53.49,80.66,88.86,79.91,98.38,576.15,BATCH-0006076,W-0046,6.4
PRD-006077,2024-10-03,Afternoon,Plant-C,LINE-8,MCH-010,PROD-015,1796,1222,33,39,65.55,68.19,85.01,82.63,99.6,507.87,BATCH-0006077,W-0141,2.2
