maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-004448,MCH-010,Plant-B,Emergency,Belt,2024-04-25,2024-09-19,1.75,4.71,2248.74,1506.34,TECH-025,Medium,Completed,Wear,WO-0004448,Scheduled replacement
MNT-004449,MCH-020,Plant-B,Preventive,Motor,2024-01-12,2024-10-10,5.9,3.17,123.31,1007.11,TECH-007,Medium,Scheduled,Corrosion,WO-0004449,Post-incident repair
MNT-004450,MCH-007,Plant-C,Preventive,Shaft,2024-10-27,2024-11-18,12.18,4.18,31.44,210.94,TECH-013,Medium,In Progress,Overload,WO-0004450,Routine check
MNT-004451,MCH-034,Plant-C,Preventive,Valve,2024-10-20,2024-02-03,7.12,5.85,196.42,2749.64,TECH-016,Medium,Completed,Overload,WO-0004451,Post-incident repair
MNT-004452,MCH-007,Plant-C,Corrective,Gearbox,2024-10-20,2024-11-27,1.39,2.45,307.55,1031.45,TECH-013,Low,Completed,Corrosion,WO-0004452,Unexpected failure
MNT-004453,MCH-006,Plant-C,Predictive,Pump,2024-09-02,2024-02-13,1.11,1.27,512.39,417.61,TECH-004,High,Completed,Corrosion,WO-0004453,Post-incident repair
MNT-004454,MCH-031,Plant-B,Preventive,Gearbox,2024-05-20,2024-05-25,20.57,1.4,100.23,560.22,TECH-008,High,In Progress,Unknown,WO-0004454,Scheduled replacement
MNT-004455,MCH-034,Plant-A,Preventive,Coupling,2024-12-21,2024-06-26,1.06,0.66,109.06,93.67,TECH-023,High,Completed,Lubrication,WO-0004455,Unexpected failure
MNT-004456,MCH-021,Plant-A,Predictive,Bearing,2024-02-18,2024-08-19,0.5,0.5,612.98,87.31,TECH-020,Medium,Completed,Wear,WO-0004456,Unexpected failure
MNT-004457,MCH-044,Plant-A,Predictive,Pump,2024-10-30,2024-11-16,2.46,5.88,108.45,997.28,TECH-018,High,Completed,Misalignment,WO-0004457,Scheduled replacement
MNT-004458,MCH-035,Plant-B,Overhaul,Shaft,2024-04-02,2024-10-06,1.19,1.84,340.38,163.29,TECH-018,High,Completed,Unknown,WO-0004458,Routine check
MNT-004459,MCH-025,Plant-A,Predictive,Gearbox,2024-07-15,2024-09-16,1.45,0.75,694.11,816.32,TECH-019,Medium,Completed,Lubrication,WO-0004459,Scheduled replacement
MNT-004460,MCH-050,Plant-A,Preventive,Shaft,2024-09-04,2024-08-22,2.8,3.75,353.7,1673.82,TECH-015,High,Scheduled,Overload,WO-0004460,Scheduled replacement
MNT-004461,MCH-015,Plant-A,Corrective,Belt,2024-11-26,2024-01-19,0.5,2.82,178.92,849.06,TECH-029,Low,Completed,Misalignment,WO-0004461,Upgrade
MNT-004462,MCH-005,Plant-B,Corrective,Motor,2024-12-25,2024-12-21,3.35,0.84,243.54,69.49,TECH-029,High,In Progress,Lubrication,WO-0004462,Scheduled replacement
MNT-004463,MCH-007,Plant-C,Corrective,Pump,2024-08-10,2024-12-01,3.6,0.5,313.07,1839.31,TECH-001,High,In Progress,Unknown,WO-0004463,Routine check
MNT-004464,MCH-024,Plant-A,Corrective,Valve,2024-06-01,2024-08-13,5.18,4.26,519.17,171.44,TECH-023,Medium,Completed,Corrosion,WO-0004464,Routine check
MNT-004465,MCH-024,Plant-B,Preventive,Bearing,2024-10-19,2024-02-16,2.27,0.61,309.38,473.94,TECH-021,High,Completed,Misalignment,WO-0004465,Unexpected failure
MNT-004466,MCH-043,Plant-A,Corrective,Gearbox,2024-03-05,2024-07-01,4.08,3.79,252.35,1052.28,TECH-008,Medium,Completed,Wear,WO-0004466,Post-incident repair
MNT-004467,MCH-019,Plant-A,Corrective,Shaft,2024-02-20,2024-04-01,2.74,0.5,771.3,915.14,TECH-010,Low,Completed,Misalignment,WO-0004467,Routine check
MNT-004468,MCH-026,Plant-A,Preventive,Belt,2024-06-15,2024-04-30,9.03,1.21,173.03,74.66,TECH-030,Medium,Cancelled,Lubrication,WO-0004468,Scheduled replacement
MNT-004469,MCH-014,Plant-B,Preventive,Filter,2024-02-02,2024-10-05,5.78,1.38,17.86,1126.87,TECH-017,Medium,Completed,Lubrication,WO-0004469,Unexpected failure
MNT-004470,MCH-033,Plant-B,Preventive,Gearbox,2024-10-02,2024-07-24,0.5,1.73,1356.75,271.88,TECH-026,Medium,Completed,Lubrication,WO-0004470,Upgrade
MNT-004471,MCH-027,Plant-A,Preventive,Shaft,2024-04-04,2024-08-17,4.66,2.3,711.12,105.18,TECH-019,Low,Completed,Misalignment,WO-0004471,Routine check
MNT-004472,MCH-039,Plant-A,Corrective,Sensor,2024-07-26,2024-07-18,9.05,0.5,1148.96,43.65,TECH-028,High,Scheduled,Wear,WO-0004472,Scheduled replacement
MNT-004473,MCH-038,Plant-C,Corrective,Valve,2024-12-24,2024-09-01,0.5,2.15,594.72,127.8,TECH-002,Medium,Completed,Unknown,WO-0004473,Post-incident repair
MNT-004474,MCH-047,Plant-C,Corrective,Filter,2024-01-11,2024-04-10,2.39,3.49,92.58,1422.23,TECH-003,Low,Completed,Wear,WO-0004474,Upgrade
MNT-004475,MCH-033,Plant-A,Preventive,Filter,2024-07-20,2024-10-03,5.15,4.46,382.07,937.01,TECH-006,Low,Completed,Lubrication,WO-0004475,Post-incident repair
MNT-004476,MCH-007,Plant-C,Preventive,Valve,2024-10-11,2024-12-02,8.17,1.3,46.31,116.88,TECH-013,Medium,Scheduled,Misalignment,WO-0004476,Post-incident repair
MNT-004477,MCH-019,Plant-A,Preventive,Filter,2024-10-01,2024-04-05,1.54,1.96,1007.19,94.52,TECH-027,High,In Progress,Unknown,WO-0004477,Scheduled replacement
MNT-004478,MCH-003,Plant-B,Preventive,Filter,2024-09-28,2024-01-14,2.8,5.56,447.24,447.13,TECH-020,High,In Progress,Lubrication,WO-0004478,Routine check
MNT-004479,MCH-045,Plant-A,Corrective,Coupling,2024-09-07,2024-11-11,0.93,7.33,2310.78,207.34,TECH-024,Medium,Completed,Misalignment,WO-0004479,Post-incident repair
MNT-004480,MCH-013,Plant-C,Preventive,Motor,2024-02-02,2024-08-19,1.08,1.66,362.67,124.98,TECH-005,High,Scheduled,Corrosion,WO-0004480,Upgrade
MNT-004481,MCH-026,Plant-A,Corrective,Bearing,2024-09-22,2024-05-20,2.23,0.5,182.06,1008.67,TECH-029,Low,Completed,Misalignment,WO-0004481,Scheduled replacement
MNT-004482,MCH-040,Plant-A,Emergency,Valve,2024-10-26,2024-07-13,4.85,1.4,686.25,52.29,TECH-011,Medium,Completed,Unknown,WO-0004482,Scheduled replacement
MNT-004483,MCH-011,Plant-B,Overhaul,Belt,2024-10-02,2024-02-09,0.5,12.94,677.41,534.35,TECH-020,Medium,Completed,Unknown,WO-0004483,Scheduled replacement
MNT-004484,MCH-044,Plant-C,Corrective,Filter,2024-11-29,2024-11-10,0.96,4.42,143.35,542.3,TECH-016,Medium,Cancelled,Overload,WO-0004484,Routine check
MNT-004485,MCH-046,Plant-B,Corrective,Shaft,2024-03-04,2024-02-02,3.61,4.77,994.43,705.21,TECH-008,Critical,Completed,Unknown,WO-0004485,Upgrade
MNT-004486,MCH-007,Plant-C,Corrective,Bearing,2024-04-16,2024-11-17,3.97,6.95,311.3,467.5,TECH-001,Medium,Scheduled,Overload,WO-0004486,Unexpected failure
MNT-004487,MCH-046,Plant-B,Corrective,Shaft,2024-12-03,2024-12-05,1.5,0.5,271.38,535.27,TECH-015,Medium,Completed,Unknown,WO-0004487,Upgrade
MNT-004488,MCH-041,Plant-A,Preventive,Motor,2024-03-01,2024-08-24,2.19,0.98,26.45,240.93,TECH-008,Medium,Scheduled,Lubrication,WO-0004488,Scheduled replacement
MNT-004489,MCH-038,Plant-A,Preventive,Motor,2024-04-02,2024-09-10,4.07,2.6,70.35,1293.67,TECH-027,High,In Progress,Corrosion,WO-0004489,Unexpected failure
MNT-004490,MCH-006,Plant-B,Overhaul,Pump,2024-11-02,2024-11-08,1.38,0.6,948.32,187.79,TECH-020,Medium,Completed,Unknown,WO-0004490,Unexpected failure
MNT-004491,MCH-011,Plant-C,Corrective,Sensor,2024-12-21,2024-09-29,0.94,0.79,185.34,521.53,TECH-029,Medium,Completed,Unknown,WO-0004491,Post-incident repair
MNT-004492,MCH-016,Plant-B,Preventive,Sensor,2024-04-02,2024-09-09,1.79,8.68,84.25,79.21,TECH-016,Medium,Completed,Lubrication,WO-0004492,Scheduled replacement
MNT-004493,MCH-014,Plant-A,Corrective,Sensor,2024-01-03,2024-07-15,0.69,14.14,120.73,25.0,TECH-014,High,Completed,Overload,WO-0004493,Unexpected failure
MNT-004494,MCH-010,Plant-A,Preventive,Pump,2024-10-11,2024-10-04,4.47,5.39,130.02,236.31,TECH-029,High,Completed,Overload,WO-0004494,Upgrade
MNT-004495,MCH-007,Plant-A,Predictive,Filter,2024-08-16,2024-03-17,0.56,10.04,880.91,115.83,TECH-025,Medium,Completed,Misalignment,WO-0004495,Unexpected failure
MNT-004496,MCH-005,Plant-C,Emergency,Shaft,2024-06-09,2024-11-15,0.5,3.44,141.11,96.15,TECH-015,Medium,Completed,Corrosion,WO-0004496,Scheduled replacement
MNT-004497,MCH-003,Plant-C,Predictive,Gearbox,2024-03-03,2024-10-21,1.57,0.5,302.16,596.07,TECH-030,High,Completed,Wear,WO-0004497,Routine check
MNT-004498,MCH-040,Plant-C,Corrective,Coupling,2024-01-21,2024-08-11,8.44,1.64,798.15,1147.67,TECH-016,High,Completed,Wear,WO-0004498,Unexpected failure
MNT-004499,MCH-014,Plant-A,Emergency,Pump,2024-03-06,2024-09-15,0.85,4.45,1464.57,230.36,TECH-013,Medium,Completed,Corrosion,WO-0004499,Unexpected failure
MNT-004500,MCH-016,Plant-B,Corrective,Pump,2024-10-21,2024-09-11,3.86,8.57,329.96,927.63,TECH-029,High,Completed,Misalignment,WO-0004500,Upgrade
MNT-004501,MCH-032,Plant-B,Predictive,Bearing,2024-04-15,2024-03-19,4.46,4.87,42.31,316.17,TECH-015,High,Completed,Corrosion,WO-0004501,Routine check
MNT-004502,MCH-005,Plant-B,Predictive,Belt,2024-11-30,2024-03-07,9.0,5.76,19.78,216.55,TECH-029,High,Scheduled,Wear,WO-0004502,Upgrade
MNT-004503,MCH-036,Plant-B,Preventive,Bearing,2024-03-23,2024-06-12,1.39,2.76,1916.63,934.96,TECH-005,Medium,Completed,Lubrication,WO-0004503,Upgrade
MNT-004504,MCH-004,Plant-A,Preventive,Shaft,2024-02-14,2024-09-21,2.47,2.39,284.04,171.1,TECH-026,High,Completed,Misalignment,WO-0004504,Post-incident repair
MNT-004505,MCH-039,Plant-B,Corrective,Coupling,2024-10-14,2024-10-22,3.2,0.61,835.8,208.78,TECH-005,High,Cancelled,Unknown,WO-0004505,Upgrade
MNT-004506,MCH-037,Plant-A,Corrective,Valve,2024-05-11,2024-04-10,0.5,0.76,42.18,73.2,TECH-019,High,Completed,Corrosion,WO-0004506,Routine check
MNT-004507,MCH-023,Plant-A,Emergency,Coupling,2024-01-18,2024-09-09,1.04,3.25,156.8,434.72,TECH-002,Critical,Completed,Lubrication,WO-0004507,Unexpected failure
MNT-004508,MCH-025,Plant-C,Predictive,Valve,2024-02-13,2024-01-20,8.38,2.65,72.82,143.92,TECH-016,Medium,Scheduled,Overload,WO-0004508,Post-incident repair
MNT-004509,MCH-022,Plant-A,Preventive,Pump,2024-03-04,2024-11-25,0.63,5.31,900.7,447.39,TECH-002,High,Completed,Overload,WO-0004509,Scheduled replacement
MNT-004510,MCH-019,Plant-A,Emergency,Motor,2024-09-16,2024-09-29,0.5,3.23,740.08,401.52,TECH-017,High,In Progress,Corrosion,WO-0004510,Upgrade
MNT-004511,MCH-044,Plant-C,Preventive,Motor,2024-06-01,2024-06-11,4.49,3.35,218.92,447.83,TECH-017,High,Completed,Misalignment,WO-0004511,Unexpected failure
MNT-004512,MCH-040,Plant-C,Predictive,Filter,2024-07-05,2024-12-14,4.38,0.5,1229.71,192.19,TECH-016,Medium,Completed,Overload,WO-0004512,Upgrade
MNT-004513,MCH-039,Plant-A,Preventive,Motor,2024-10-05,2024-09-25,3.29,3.75,51.21,84.15,TECH-024,Low,Completed,Corrosion,WO-0004513,Routine check
MNT-004514,MCH-010,Plant-B,Overhaul,Coupling,2024-03-28,2024-01-01,2.66,17.26,2383.8,642.07,TECH-012,Medium,Scheduled,Corrosion,WO-0004514,Upgrade
MNT-004515,MCH-033,Plant-B,Corrective,Gearbox,2024-08-04,2024-07-23,1.07,1.13,364.28,1456.37,TECH-029,Critical,In Progress,Overload,WO-0004515,Scheduled replacement
MNT-004516,MCH-029,Plant-A,Predictive,Coupling,2024-12-02,2024-11-25,2.89,1.67,958.76,138.05,TECH-013,Critical,Completed,Unknown,WO-0004516,Upgrade
MNT-004517,MCH-047,Plant-C,Predictive,Shaft,2024-01-01,2024-04-05,0.5,2.21,352.46,106.48,TECH-005,Critical,Completed,Overload,WO-0004517,Scheduled replacement
MNT-004518,MCH-034,Plant-A,Predictive,Bearing,2024-05-07,2024-12-15,2.18,1.84,655.98,244.0,TECH-027,High,In Progress,Misalignment,WO-0004518,Scheduled replacement
MNT-004519,MCH-023,Plant-A,Predictive,Belt,2024-06-02,2024-11-16,0.7,0.5,103.85,121.2,TECH-001,Medium,Scheduled,Unknown,WO-0004519,Upgrade
MNT-004520,MCH-041,Plant-A,Predictive,Coupling,2024-01-24,2024-05-01,4.34,2.56,715.86,174.9,TECH-027,High,Completed,Unknown,WO-0004520,Post-incident repair
MNT-004521,MCH-040,Plant-C,Preventive,Gearbox,2024-09-22,2024-07-07,0.5,2.13,494.1,308.75,TECH-021,Medium,Completed,Corrosion,WO-0004521,Post-incident repair
MNT-004522,MCH-032,Plant-A,Predictive,Valve,2024-05-30,2024-01-27,3.1,2.63,186.05,611.86,TECH-019,Low,Completed,Wear,WO-0004522,Routine check
MNT-004523,MCH-005,Plant-B,Corrective,Filter,2024-12-03,2024-12-22,10.97,2.29,1157.29,557.62,TECH-004,Medium,Scheduled,Lubrication,WO-0004523,Upgrade
MNT-004524,MCH-039,Plant-A,Preventive,Shaft,2024-09-30,2024-05-17,4.5,0.5,433.8,84.46,TECH-030,Medium,Completed,Corrosion,WO-0004524,Upgrade
MNT-004525,MCH-036,Plant-B,Corrective,Sensor,2024-08-15,2024-01-16,4.94,1.42,558.02,1041.04,TECH-027,High,Completed,Corrosion,WO-0004525,Post-incident repair
MNT-004526,MCH-026,Plant-B,Preventive,Shaft,2024-03-12,2024-12-05,5.29,5.02,470.61,511.45,TECH-018,Medium,Completed,Misalignment,WO-0004526,Scheduled replacement
MNT-004527,MCH-010,Plant-B,Corrective,Bearing,2024-10-22,2024-07-03,0.5,10.91,585.0,81.17,TECH-002,Medium,Scheduled,Lubrication,WO-0004527,Scheduled replacement
MNT-004528,MCH-022,Plant-A,Corrective,Gearbox,2024-09-08,2024-07-18,2.28,14.35,1000.86,163.48,TECH-009,Low,Completed,Corrosion,WO-0004528,Post-incident repair
MNT-004529,MCH-026,Plant-A,Corrective,Belt,2024-12-21,2024-07-14,0.88,4.26,126.26,140.03,TECH-022,Medium,Completed,Corrosion,WO-0004529,Unexpected failure
MNT-004530,MCH-005,Plant-B,Preventive,Filter,2024-06-09,2024-11-13,2.14,1.6,115.81,73.86,TECH-016,High,Completed,Unknown,WO-0004530,Post-incident repair
MNT-004531,MCH-017,Plant-B,Preventive,Motor,2024-09-24,2024-06-18,5.37,0.5,90.78,178.61,TECH-019,Medium,Completed,Unknown,WO-0004531,Post-incident repair
MNT-004532,MCH-026,Plant-C,Predictive,Sensor,2024-06-29,2024-12-17,0.5,2.08,212.31,684.68,TECH-030,Medium,Completed,Wear,WO-0004532,Upgrade
MNT-004533,MCH-014,Plant-A,Preventive,Belt,2024-11-06,2024-08-21,3.03,0.94,211.69,722.84,TECH-016,Low,Completed,Lubrication,WO-0004533,Upgrade
MNT-004534,MCH-046,Plant-C,Predictive,Motor,2024-10-02,2024-10-18,4.6,1.12,626.94,355.91,TECH-017,Medium,In Progress,Wear,WO-0004534,Routine check
MNT-004535,MCH-043,Plant-A,Preventive,Shaft,2024-09-18,2024-01-20,1.53,2.16,490.73,249.43,TECH-001,Low,Scheduled,Misalignment,WO-0004535,Unexpected failure
MNT-004536,MCH-010,Plant-B,Predictive,Gearbox,2024-04-17,2024-01-16,3.79,0.77,981.73,83.89,TECH-001,High,Completed,Unknown,WO-0004536,Post-incident repair
MNT-004537,MCH-010,Plant-B,Preventive,Sensor,2024-12-18,2024-12-10,0.5,2.09,377.43,86.05,TECH-015,Low,Scheduled,Overload,WO-0004537,Unexpected failure
MNT-004538,MCH-045,Plant-B,Preventive,Pump,2024-02-20,2024-03-04,2.03,7.05,133.47,673.69,TECH-023,High,Scheduled,Misalignment,WO-0004538,Unexpected failure
MNT-004539,MCH-008,Plant-B,Emergency,Bearing,2024-12-05,2024-03-26,0.5,1.05,108.95,113.94,TECH-021,Medium,Scheduled,Misalignment,WO-0004539,Scheduled replacement
MNT-004540,MCH-026,Plant-C,Preventive,Filter,2024-01-23,2024-05-23,1.46,1.75,302.77,35.8,TECH-024,Low,Scheduled,Misalignment,WO-0004540,Post-incident repair
MNT-004541,MCH-040,Plant-C,Overhaul,Valve,2024-05-01,2024-10-04,0.5,0.98,803.26,91.72,TECH-015,Medium,Completed,Corrosion,WO-0004541,Scheduled replacement
MNT-004542,MCH-045,Plant-C,Predictive,Motor,2024-01-19,2024-03-31,0.55,3.16,476.39,413.47,TECH-017,Medium,In Progress,Unknown,WO-0004542,Routine check
MNT-004543,MCH-042,Plant-A,Predictive,Bearing,2024-04-06,2024-06-24,2.54,5.23,435.47,1122.52,TECH-027,Medium,In Progress,Overload,WO-0004543,Upgrade
MNT-004544,MCH-007,Plant-B,Corrective,Coupling,2024-03-13,2024-07-10,2.04,9.75,104.3,54.36,TECH-019,High,Scheduled,Wear,WO-0004544,Routine check
MNT-004545,MCH-046,Plant-C,Corrective,Motor,2024-06-02,2024-05-17,8.41,3.01,880.42,380.9,TECH-022,Medium,Completed,Lubrication,WO-0004545,Routine check
MNT-004546,MCH-035,Plant-A,Predictive,Sensor,2024-04-20,2024-05-08,0.81,1.24,761.89,101.66,TECH-001,Medium,Scheduled,Wear,WO-0004546,Routine check
MNT-004547,MCH-013,Plant-C,Predictive,Coupling,2024-03-09,2024-04-03,1.48,0.87,1393.39,30.36,TECH-029,High,Cancelled,Wear,WO-0004547,Post-incident repair
MNT-004548,MCH-006,Plant-C,Predictive,Shaft,2024-11-04,2024-09-25,0.78,0.5,52.75,928.19,TECH-003,High,Scheduled,Corrosion,WO-0004548,Post-incident repair
MNT-004549,MCH-046,Plant-A,Preventive,Gearbox,2024-10-09,2024-07-20,13.6,1.29,762.74,165.21,TECH-001,Medium,Completed,Lubrication,WO-0004549,Unexpected failure
MNT-004550,MCH-028,Plant-B,Preventive,Coupling,2024-04-20,2024-08-23,18.84,4.86,550.5,1269.22,TECH-021,High,Completed,Unknown,WO-0004550,Post-incident repair
MNT-004551,MCH-008,Plant-A,Emergency,Belt,2024-10-29,2024-10-30,3.93,4.79,585.89,525.85,TECH-018,High,Completed,Lubrication,WO-0004551,Unexpected failure
MNT-004552,MCH-002,Plant-C,Preventive,Motor,2024-07-02,2024-07-20,0.5,5.64,659.47,204.89,TECH-023,Medium,Completed,Unknown,WO-0004552,Post-incident repair
MNT-004553,MCH-026,Plant-A,Preventive,Belt,2024-05-22,2024-04-10,1.59,1.54,826.05,230.3,TECH-002,Medium,Completed,Overload,WO-0004553,Upgrade
MNT-004554,MCH-010,Plant-A,Preventive,Valve,2024-03-06,2024-03-12,6.42,3.04,482.07,1220.57,TECH-015,Medium,Completed,Overload,WO-0004554,Scheduled replacement
MNT-004555,MCH-033,Plant-C,Predictive,Pump,2024-11-14,2024-06-29,3.08,0.51,312.98,498.0,TECH-010,Medium,Completed,Misalignment,WO-0004555,Scheduled replacement
MNT-004556,MCH-018,Plant-A,Preventive,Pump,2024-08-04,2024-11-09,3.3,2.88,524.03,50.87,TECH-029,High,Completed,Overload,WO-0004556,Scheduled replacement
MNT-004557,MCH-042,Plant-B,Emergency,Sensor,2024-02-08,2024-05-30,12.51,3.11,1527.6,69.68,TECH-025,High,Completed,Misalignment,WO-0004557,Routine check
MNT-004558,MCH-005,Plant-A,Emergency,Gearbox,2024-10-08,2024-04-05,0.5,2.81,286.03,116.29,TECH-006,High,Completed,Corrosion,WO-0004558,Scheduled replacement
MNT-004559,MCH-026,Plant-A,Preventive,Bearing,2024-05-10,2024-11-22,10.18,1.22,1205.77,371.6,TECH-021,High,Completed,Misalignment,WO-0004559,Scheduled replacement
MNT-004560,MCH-035,Plant-C,Preventive,Coupling,2024-05-13,2024-05-06,8.45,3.08,2158.77,49.67,TECH-008,Low,Completed,Misalignment,WO-0004560,Routine check
MNT-004561,MCH-005,Plant-C,Preventive,Belt,2024-07-14,2024-11-20,1.5,0.5,236.04,2306.97,TECH-017,High,Completed,Unknown,WO-0004561,Routine check
MNT-004562,MCH-023,Plant-A,Preventive,Shaft,2024-11-28,2024-03-09,1.67,1.69,104.17,365.8,TECH-008,Medium,Completed,Unknown,WO-0004562,Scheduled replacement
MNT-004563,MCH-002,Plant-C,Predictive,Coupling,2024-03-24,2024-12-15,0.75,1.88,564.24,682.56,TECH-028,High,Completed,Overload,WO-0004563,Routine check
MNT-004564,MCH-012,Plant-C,Preventive,Valve,2024-07-23,2024-09-29,0.5,0.5,138.5,540.47,TECH-004,High,Completed,Overload,WO-0004564,Routine check
MNT-004565,MCH-042,Plant-A,Preventive,Motor,2024-08-21,2024-10-21,2.09,0.5,177.81,55.57,TECH-024,Low,Completed,Overload,WO-0004565,Post-incident repair
MNT-004566,MCH-033,Plant-B,Emergency,Bearing,2024-02-12,2024-05-17,1.22,5.46,402.82,523.36,TECH-019,Low,Completed,Corrosion,WO-0004566,Scheduled replacement
MNT-004567,MCH-042,Plant-C,Corrective,Bearing,2024-05-10,2024-07-19,2.6,3.36,359.63,176.03,TECH-017,High,Completed,Unknown,WO-0004567,Routine check
MNT-004568,MCH-047,Plant-C,Corrective,Pump,2024-12-12,2024-04-23,9.28,3.03,593.43,158.82,TECH-027,Medium,Cancelled,Corrosion,WO-0004568,Routine check
MNT-004569,MCH-048,Plant-A,Predictive,Shaft,2024-08-05,2024-04-09,0.5,1.43,937.89,101.89,TECH-001,Medium,Completed,Misalignment,WO-0004569,Upgrade
MNT-004570,MCH-034,Plant-C,Preventive,Bearing,2024-12-21,2024-10-06,3.07,0.5,1356.26,515.78,TECH-026,Medium,Completed,Wear,WO-0004570,Scheduled replacement
MNT-004571,MCH-025,Plant-C,Predictive,Filter,2024-03-14,2024-10-20,2.79,1.48,10.0,1207.84,TECH-023,Medium,Completed,Wear,WO-0004571,Scheduled replacement
MNT-004572,MCH-037,Plant-C,Preventive,Bearing,2024-10-01,2024-02-22,4.83,5.02,234.46,91.62,TECH-001,High,In Progress,Misalignment,WO-0004572,Unexpected failure
MNT-004573,MCH-001,Plant-B,Predictive,Bearing,2024-04-14,2024-06-23,11.1,0.5,509.54,1451.08,TECH-026,Low,Completed,Misalignment,WO-0004573,Upgrade
MNT-004574,MCH-018,Plant-C,Preventive,Pump,2024-02-06,2024-07-26,1.54,6.35,1499.49,61.28,TECH-002,High,Completed,Corrosion,WO-0004574,Scheduled replacement
MNT-004575,MCH-049,Plant-A,Overhaul,Valve,2024-11-18,2024-03-25,1.25,3.51,244.23,103.02,TECH-029,Medium,Scheduled,Overload,WO-0004575,Unexpected failure
MNT-004576,MCH-014,Plant-A,Corrective,Pump,2024-05-17,2024-05-13,1.12,0.94,195.53,616.45,TECH-012,Low,Completed,Wear,WO-0004576,Routine check
MNT-004577,MCH-014,Plant-B,Corrective,Coupling,2024-11-20,2024-02-10,1.47,4.44,735.08,1430.46,TECH-013,Medium,Cancelled,Corrosion,WO-0004577,Upgrade
MNT-004578,MCH-002,Plant-A,Preventive,Motor,2024-12-22,2024-12-16,0.51,3.58,564.7,616.04,TECH-014,Low,Completed,Wear,WO-0004578,Unexpected failure
MNT-004579,MCH-049,Plant-C,Corrective,Motor,2024-11-26,2024-12-14,0.5,8.34,25.3,541.43,TECH-021,Medium,Completed,Wear,WO-0004579,Unexpected failure
MNT-004580,MCH-045,Plant-B,Emergency,Shaft,2024-04-08,2024-06-16,0.84,1.26,375.29,59.41,TECH-005,High,Completed,Misalignment,WO-0004580,Routine check
MNT-004581,MCH-005,Plant-B,Corrective,Shaft,2024-07-09,2024-04-05,6.43,1.1,570.11,2709.74,TECH-028,Low,Scheduled,Overload,WO-0004581,Post-incident repair
MNT-004582,MCH-017,Plant-B,Preventive,Bearing,2024-10-15,2024-09-29,3.87,0.71,90.48,504.98,TECH-017,High,Scheduled,Misalignment,WO-0004582,Scheduled replacement
MNT-004583,MCH-023,Plant-C,Predictive,Valve,2024-12-02,2024-06-21,2.59,5.49,432.88,1740.94,TECH-022,Medium,Completed,Overload,WO-0004583,Scheduled replacement
MNT-004584,MCH-019,Plant-C,Predictive,Belt,2024-11-27,2024-09-04,6.86,4.74,28.24,219.69,TECH-024,Critical,Completed,Corrosion,WO-0004584,Unexpected failure
MNT-004585,MCH-001,Plant-A,Preventive,Belt,2024-09-18,2024-04-01,1.19,0.5,206.33,256.93,TECH-020,High,Scheduled,Lubrication,WO-0004585,Upgrade
MNT-004586,MCH-017,Plant-B,Overhaul,Filter,2024-11-05,2024-06-24,5.98,19.15,10.0,25.0,TECH-004,Critical,Scheduled,Lubrication,WO-0004586,Upgrade
MNT-004587,MCH-021,Plant-C,Preventive,Motor,2024-03-24,2024-07-18,0.5,0.92,474.14,60.77,TECH-028,Medium,Completed,Wear,WO-0004587,Routine check
MNT-004588,MCH-001,Plant-C,Preventive,Shaft,2024-08-02,2024-03-26,6.65,5.18,145.88,74.05,TECH-018,High,Cancelled,Misalignment,WO-0004588,Post-incident repair
MNT-004589,MCH-020,Plant-B,Preventive,Belt,2024-03-19,2024-10-21,4.12,3.09,1341.92,127.14,TECH-012,Low,Completed,Overload,WO-0004589,Upgrade
MNT-004590,MCH-041,Plant-B,Predictive,Belt,2024-06-10,2024-03-28,11.99,6.45,10.0,479.46,TECH-016,Medium,Completed,Wear,WO-0004590,Routine check
MNT-004591,MCH-036,Plant-C,Preventive,Bearing,2024-08-10,2024-07-25,3.49,2.54,1094.19,403.22,TECH-003,High,Completed,Misalignment,WO-0004591,Upgrade
MNT-004592,MCH-001,Plant-B,Overhaul,Motor,2024-07-13,2024-10-28,0.5,4.78,1422.75,115.84,TECH-005,Medium,Completed,Misalignment,WO-0004592,Routine check
